Type;FSV;
Version;2.30 SP1;
Date;09 Dec 16;
Signal Frequency;199999968.000000;Hz
Signal Level;-3.752958;dBm
Rf Att;10.000000;dB
Start;100.000000;Hz
Stop;1000000.000000;Hz
SubSweep;1;
Start;100.000000;Hz
Stop;300.000000;Hz
RBW;1.000000;Hz
Sweep Count;10;
FFTFilter;ON;
Meas Time;39.098670;s
Ref Level;-3.752958;dBm
SubSweep;2;
Start;300.000000;Hz
Stop;1000.000000;Hz
RBW;3.000000;Hz
Sweep Count;10;
FFTFilter;ON;
Meas Time;14.080820;s
Ref Level;-3.752958;dBm
SubSweep;3;
Start;1000.000000;Hz
Stop;3000.000000;Hz
RBW;10.000000;Hz
Sweep Count;30;
FFTFilter;ON;
Meas Time;12.333570;s
Ref Level;-3.752958;dBm
SubSweep;4;
Start;3000.000000;Hz
Stop;10000.000000;Hz
RBW;30.000000;Hz
Sweep Count;30;
FFTFilter;ON;
Meas Time;4.475730;s
Ref Level;-3.752958;dBm
SubSweep;5;
Start;10000.000000;Hz
Stop;30000.000000;Hz
RBW;100.000000;Hz
Sweep Count;30;
FFTFilter;ON;
Meas Time;1.557060;s
Ref Level;-3.752958;dBm
SubSweep;6;
Start;30000.000000;Hz
Stop;100000.000000;Hz
RBW;300.000000;Hz
Sweep Count;100;
FFTFilter;ON;
Meas Time;3.737100;s
Ref Level;-3.752958;dBm
SubSweep;7;
Start;100000.000000;Hz
Stop;300000.000000;Hz
RBW;1000.000000;Hz
Sweep Count;100;
FFTFilter;ON;
Meas Time;3.264900;s
Ref Level;-3.752958;dBm
SubSweep;8;
Start;300000.000000;Hz
Stop;1000000.000000;Hz
RBW;3000.000000;Hz
Sweep Count;100;
FFTFilter;ON;
Meas Time;5.606500;s
Ref Level;-3.752958;dBm
Trace;3;
Trace Mode;CLRWR;
Smoothing;ON;
x-Unit;Hz;
y-Unit;dBc/Hz;
Values;5521;
100.000000;-136.099383;
100.289855;-136.062516;
100.579710;-135.999781;
100.869565;-135.933474;
101.159420;-135.877607;
101.449275;-135.843392;
101.739130;-135.836864;
102.028986;-135.837529;
102.318841;-135.826482;
102.608696;-135.799273;
102.898551;-135.767968;
103.188406;-135.738503;
103.478261;-135.716224;
103.768116;-135.700321;
104.057971;-135.681831;
104.347826;-135.651629;
104.637681;-135.598188;
104.927536;-135.528809;
105.217391;-135.471770;
105.507246;-135.449281;
105.797101;-135.458254;
106.086957;-135.473299;
106.376812;-135.493711;
106.666667;-135.515618;
106.956522;-135.525807;
107.246377;-135.527488;
107.536232;-135.525635;
107.826087;-135.518554;
108.115942;-135.511101;
108.405797;-135.508424;
108.695652;-135.513286;
108.985507;-135.521591;
109.275362;-135.540055;
109.565217;-135.569222;
109.855072;-135.604027;
110.144928;-135.632282;
110.434783;-135.634786;
110.724638;-135.597007;
111.014493;-135.536459;
111.304348;-135.483841;
111.594203;-135.454380;
111.884058;-135.454377;
112.173913;-135.469889;
112.463768;-135.464043;
112.753623;-135.421610;
113.043478;-135.379765;
113.333333;-135.368947;
113.623188;-135.364742;
113.913043;-135.352031;
114.202899;-135.310421;
114.492754;-135.278065;
114.782609;-135.277059;
115.072464;-135.289916;
115.362319;-135.304688;
115.652174;-135.317443;
115.942029;-135.323664;
116.231884;-135.345614;
116.521739;-135.390358;
116.811594;-135.447061;
117.101449;-135.506183;
117.391304;-135.552033;
117.681159;-135.566063;
117.971014;-135.567917;
118.260870;-135.581898;
118.550725;-135.611845;
118.840580;-135.640092;
119.130435;-135.648403;
119.420290;-135.621277;
119.710145;-135.574924;
120.000000;-135.555337;
120.289855;-135.588871;
120.579710;-135.667865;
120.869565;-135.757949;
121.159420;-135.807568;
121.449275;-135.805893;
121.739130;-135.760503;
122.028986;-135.705889;
122.318841;-135.657867;
122.608696;-135.629900;
122.898551;-135.628905;
123.188406;-135.629169;
123.478261;-135.593648;
123.768116;-135.520495;
124.057971;-135.434482;
124.347826;-135.371525;
124.637681;-135.345914;
124.927536;-135.339091;
125.217391;-135.330889;
125.507246;-135.311858;
125.797101;-135.288657;
126.086957;-135.280181;
126.376812;-135.302718;
126.666667;-135.355811;
126.956522;-135.422986;
127.246377;-135.482112;
127.536232;-135.507581;
127.826087;-135.501075;
128.115942;-135.468451;
128.405797;-135.435941;
128.695652;-135.425318;
128.985507;-135.433432;
129.275362;-135.446433;
129.565217;-135.457594;
129.855072;-135.469286;
130.144928;-135.500569;
130.434783;-135.526206;
130.724638;-135.511352;
131.014493;-135.459895;
131.304348;-135.388488;
131.594203;-135.325158;
131.884058;-135.300290;
132.173913;-135.293773;
132.463768;-135.265203;
132.753623;-135.206582;
133.043478;-135.127171;
133.333333;-135.050495;
133.623188;-134.998233;
133.913043;-134.975266;
134.202899;-134.973190;
134.492754;-134.982137;
134.782609;-135.001568;
135.072464;-135.042552;
135.362319;-135.109742;
135.652174;-135.184510;
135.942029;-135.225721;
136.231884;-135.213671;
136.521739;-135.172216;
136.811594;-135.130179;
137.101449;-135.111655;
137.391304;-135.103962;
137.681159;-135.104688;
137.971014;-135.103617;
138.260870;-135.090926;
138.550725;-135.057837;
138.840580;-135.014416;
139.130435;-134.980970;
139.420290;-134.974527;
139.710145;-135.003303;
140.000000;-135.058137;
140.289855;-135.103595;
140.579710;-135.115416;
140.869565;-135.110661;
141.159420;-135.110885;
141.449275;-135.122989;
141.739130;-135.139354;
142.028986;-135.140818;
142.318841;-135.118883;
142.608696;-135.090352;
142.898551;-135.078710;
143.188406;-135.076963;
143.478261;-135.082870;
143.768116;-135.073576;
144.057971;-135.049980;
144.347826;-135.025910;
144.637681;-135.001137;
144.927536;-134.967131;
145.217391;-134.921533;
145.507246;-134.877035;
145.797101;-134.831269;
146.086957;-134.764480;
146.376812;-134.693099;
146.666667;-134.655279;
146.956522;-134.671690;
147.246377;-134.707338;
147.536232;-134.724169;
147.826087;-134.712171;
148.115942;-134.690379;
148.405797;-134.692273;
148.695652;-134.725264;
148.985507;-134.781774;
149.275362;-134.845325;
149.565217;-134.906419;
149.855072;-134.944638;
150.144928;-134.947987;
150.434783;-134.924395;
150.724638;-134.885564;
151.014493;-134.846422;
151.304348;-134.803556;
151.594203;-134.771285;
151.884058;-134.765235;
152.173913;-134.788757;
152.463768;-134.827034;
152.753623;-134.865040;
153.043478;-134.902601;
153.333333;-134.950686;
153.623188;-134.995352;
153.913043;-135.030156;
154.202899;-135.059566;
154.492754;-135.094427;
154.782609;-135.127357;
155.072464;-135.155976;
155.362319;-135.196664;
155.652174;-135.243918;
155.942029;-135.269268;
156.231884;-135.263766;
156.521739;-135.237528;
156.811594;-135.217383;
157.101449;-135.213637;
157.391304;-135.223578;
157.681159;-135.230696;
157.971014;-135.235226;
158.260870;-135.245092;
158.550725;-135.243494;
158.840580;-135.220955;
159.130435;-135.193105;
159.420290;-135.174165;
159.710145;-135.185095;
160.000000;-135.222486;
160.289855;-135.280179;
160.579710;-135.356547;
160.869565;-135.448758;
